id,url,reposted,poster,reposts,comments,creat_at,text
'3552434175495658,http://api.t.sina.com.cn/3212559432/statuses/3552434175495658,_Hazel_Yan,buchong_bch,0,0,2013-03-05 10:16:10,您好，崔大夫，我是一个过敏宝宝的妈妈，现在吃益生菌有3个多月了，怎么停呢，直接停掉，还是慢慢减量，非常期待您的回复！
'3552432346887470,http://api.t.sina.com.cn/2092105932/statuses/3552432346887470,_Hazel_Yan,维c-Vc,0,0,2013-03-05 10:08:55,@本命安康LiuJ
'3552425275748734,http://api.t.sina.com.cn/1869245952/statuses/3552425275748734,_Hazel_Yan,Lilysx,0,0,2013-03-05 09:40:49,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552423597352317,http://api.t.sina.com.cn/1925866695/statuses/3552423597352317,_Hazel_Yan,Jerry--Dad,0,0,2013-03-05 09:34:08,//@崔玉涛: 何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等
'3552422577940252,http://api.t.sina.com.cn/1115389664/statuses/3552422577940252,_Hazel_Yan,LuckyJennifer最乖,0,0,2013-03-05 09:30:04, @Lilylee920  配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552418686398723,http://api.t.sina.com.cn/1742630675/statuses/3552418686398723,_Hazel_Yan,安琪莉可_Q,0,0,2013-03-05 09:14:38, @赖床大魔王  //@-罗子罗森--:我给宝宝喝1段到一岁/@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。有一点必须清楚每个阶段的奶粉可后延但不能提前用
'3552418556359361,http://api.t.sina.com.cn/1707387255/statuses/3552418556359361,_Hazel_Yan,PP媚,0,0,2013-03-05 09:14:06, //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前
'3552415204622500,http://api.t.sina.com.cn/1772293600/statuses/3552415204622500,_Hazel_Yan,秋天1998,0,0,2013-03-05 09:00:47,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552414898295062,http://api.t.sina.com.cn/3174845780/statuses/3552414898295062,_Hazel_Yan,美稚地美国儿童教育体验中心,0,0,2013-03-05 08:59:34,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552410406483935,http://api.t.sina.com.cn/2919346464/statuses/3552410406483935,_Hazel_Yan,1004帮女郎高芬1995,0,0,2013-03-05 08:41:44,//@和睦家顺义诊所: //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的
'3552397442213493,http://api.t.sina.com.cn/1945078190/statuses/3552397442213493,_Hazel_Yan,Smiling_晴,0,0,2013-03-05 07:50:13,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552393071685210,http://api.t.sina.com.cn/3184338002/statuses/3552393071685210,_Hazel_Yan,懒夏夏CiC225,0,0,2013-03-05 07:32:50, @崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552392622524543,http://api.t.sina.com.cn/1686387627/statuses/3552392622524543,_Hazel_Yan,亮宝亮宝,0,0,2013-03-05 07:31:04,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552392404811747,http://api.t.sina.com.cn/1686387627/statuses/3552392404811747,_Hazel_Yan,亮宝亮宝,0,0,2013-03-05 07:30:11,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等
'3552386784065858,http://api.t.sina.com.cn/1219143273/statuses/3552386784065858,_Hazel_Yan,金刚皮皮,0,1,2013-03-05 07:07:52,@都都227@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552379163283509,http://api.t.sina.com.cn/2123427692/statuses/3552379163283509,_Hazel_Yan,小锕璇的潮妈,0,0,2013-03-05 06:37:35,配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉涛谈喂养#
'3552378903228759,http://api.t.sina.com.cn/2123427692/statuses/3552378903228759,_Hazel_Yan,小锕璇的潮妈,0,0,2013-03-05 06:36:33,何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。#崔玉涛谈喂养#
'3552376579113807,http://api.t.sina.com.cn/2804923124/statuses/3552376579113807,_Hazel_Yan,傻乎乎紫龙,0,0,2013-03-05 06:27:18,//@kxmn549: 崔老师,请问下16个月的宝宝长了几根白头发,可能是什么原因引起的
'3552362779934878,http://api.t.sina.com.cn/2919314692/statuses/3552362779934878,_Hazel_Yan,07行一子萱1981,0,0,2013-03-05 05:32:28,//@cleveoyang: //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个
'3552354575819284,http://api.t.sina.com.cn/2920633834/statuses/3552354575819284,_Hazel_Yan,大姑娘和音1988,0,0,2013-03-05 04:59:53,//@昊昊妈咪_: //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可
'3552346799597751,http://api.t.sina.com.cn/1776592262/statuses/3552346799597751,_Hazel_Yan,18岁的云霞Joanna,0,0,2013-03-05 04:28:59,//@yuzhu720521: //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个
'3552314856345842,http://api.t.sina.com.cn/3137671367/statuses/3552314856345842,_Hazel_Yan,调皮Ca,0,0,2013-03-05 02:22:03,配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉涛谈喂养#
'3552308351068581,http://api.t.sina.com.cn/2100966752/statuses/3552308351068581,_Hazel_Yan,jojo-mom,0,0,2013-03-05 01:56:12,@月儿JKL  //@崔玉涛: 何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣
'3552305209441235,http://api.t.sina.com.cn/1780050171/statuses/3552305209441235,_Hazel_Yan,古惑囡小贤猫,1,0,2013-03-05 01:43:43,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552304919913540,http://api.t.sina.com.cn/1780050171/statuses/3552304919913540,_Hazel_Yan,古惑囡小贤猫,0,0,2013-03-05 01:42:34,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552285143223164,http://api.t.sina.com.cn/1748468822/statuses/3552285143223164,_Hazel_Yan,-罗子罗森--,1,0,2013-03-05 00:23:57,我给宝宝喝1段到一岁/@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚每个阶段的奶粉可后延但不能提前用
'3552277816671185,http://api.t.sina.com.cn/1925638671/statuses/3552277816671185,_Hazel_Yan,小玉儿_yolanda,0,0,2013-03-04 23:54:48,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552276671495645,http://api.t.sina.com.cn/1876737313/statuses/3552276671495645,_Hazel_Yan,晓晓柚子树,0,0,2013-03-04 23:50:19,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552275094418276,http://api.t.sina.com.cn/2855453140/statuses/3552275094418276,_Hazel_Yan,杨丫丫-2012,0,0,2013-03-04 23:44:02,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552275081831595,http://api.t.sina.com.cn/2281010432/statuses/3552275081831595,_Hazel_Yan,希妈妈和辰宝宝,0,0,2013-03-04 23:44:00,//@夏隆江:老崔是为数不多没有脑残的儿科医生，奶粉公司凭空捏造的理论比医学界真实产生的认识还多，为了商业目的，它们无中生有，它们无理取闹！但可怕的是怎么会有那么多的盲从着，放弃了理性和思考，跟着群魔乱舞？不认自己的母亲，去找牛当妈妈，这是什么道理? //@崔玉涛:配方粉之所以有不同＂阶段
'3552275069025194,http://api.t.sina.com.cn/1951665153/statuses/3552275069025194,_Hazel_Yan,程cc1987,0,0,2013-03-04 23:43:55, @涛涛19830725  崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚每个阶段的奶粉可后延但不能提前用
'3552274246973572,http://api.t.sina.com.cn/2538967724/statuses/3552274246973572,_Hazel_Yan,性感的奥特曼王子,0,0,2013-03-04 23:40:41,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552274192431427,http://api.t.sina.com.cn/2538967724/statuses/3552274192431427,_Hazel_Yan,性感的奥特曼王子,0,0,2013-03-04 23:40:28,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552268127217206,http://api.t.sina.com.cn/2816160323/statuses/3552268127217206,_Hazel_Yan,星仪Summer,0,0,2013-03-04 23:16:20,正解 //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552266206269334,http://api.t.sina.com.cn/1792315670/statuses/3552266206269334,_Hazel_Yan,yyxxyyxx,0,0,2013-03-04 23:08:44,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉
'3552263437712257,http://api.t.sina.com.cn/1558913620/statuses/3552263437712257,_Hazel_Yan,秋_慧,0,0,2013-03-04 22:57:44,//@夏隆江: 老崔是为数不多没有脑残的儿科医生，奶粉公司凭空捏造的理论比医学界真实产生的认识还多，为了商业目的，它们无中生有，它们无理取闹！但可怕的是怎么会有那么多的盲从着，放弃了理性和思考，跟着群魔乱舞？不认自己的母亲，去找牛当妈妈，这是什么道理? //@崔:配方粉之所以有不同＂阶段＂
'3552261156381245,http://api.t.sina.com.cn/1873511361/statuses/3552261156381245,_Hazel_Yan,U小笨蛋U,0,0,2013-03-04 22:48:37,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552260053027948,http://api.t.sina.com.cn/1890445554/statuses/3552260053027948,_Hazel_Yan,小PP的妈妈很忙,0,0,2013-03-04 22:44:17, //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前
'3552259856134003,http://api.t.sina.com.cn/1840163647/statuses/3552259856134003,_Hazel_Yan,北京宋颖,0,0,2013-03-04 22:43:31,@桃波波 //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552257041429958,http://api.t.sina.com.cn/1819730140/statuses/3552257041429958,_Hazel_Yan,乙宁的微博,0,0,2013-03-04 22:32:19,崔医生，您好！我家女儿现在三岁了，最近夜间睡觉总是很不踏实，翻来覆去有时还容易醒，这样的症状是缺钙的表现吗？做什么检查才知道是否缺钙呢？而且她是过敏体质，在南京儿童医院检查医生说是过敏性鼻炎但不严重，我担心她是腺样体肥大，因为她稍微有点感冒了睡觉就会有鼾声而且伴有呼吸暂停的状况
'3552254143345710,http://api.t.sina.com.cn/1766233982/statuses/3552254143345710,_Hazel_Yan,cleveoyang,1,0,2013-03-04 22:20:48,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552254101398157,http://api.t.sina.com.cn/2189192100/statuses/3552254101398157,_Hazel_Yan,sallery的家,0,1,2013-03-04 22:20:36,@StAcEy_lI 多了的牛3继续吃//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552250305380769,http://api.t.sina.com.cn/3046520857/statuses/3552250305380769,_Hazel_Yan,小羽0718,0,0,2013-03-04 22:05:34,[落叶]
'3552249156011281,http://api.t.sina.com.cn/1808423263/statuses/3552249156011281,_Hazel_Yan,SylviaYeung,0,1,2013-03-04 22:00:56,崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。@云云卷卷
'3552247046937321,http://api.t.sina.com.cn/1407644094/statuses/3552247046937321,_Hazel_Yan,Vicky爱66,0,0,2013-03-04 21:52:35,何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。@石头的小小萌
'3552246535090832,http://api.t.sina.com.cn/2012319341/statuses/3552246535090832,_Hazel_Yan,Cathy-83,0,0,2013-03-04 21:50:32,//@月下桃:@若希爱宝贝 //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552245528058228,http://api.t.sina.com.cn/1432366062/statuses/3552245528058228,_Hazel_Yan,妧妈_海英,0,0,2013-03-04 21:46:34, //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前
'3552243762689720,http://api.t.sina.com.cn/1800542547/statuses/3552243762689720,_Hazel_Yan,不怕下雨的羯羯,0,0,2013-03-04 21:39:33,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552243330823617,http://api.t.sina.com.cn/2478297840/statuses/3552243330823617,_Hazel_Yan,姓龙的小女人,0,0,2013-03-04 21:37:50,/配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉涛谈喂养#
'3552242483351283,http://api.t.sina.com.cn/2142661837/statuses/3552242483351283,_Hazel_Yan,昊昊妈咪_,1,0,2013-03-04 21:34:29,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552241733055256,http://api.t.sina.com.cn/1740537867/statuses/3552241733055256,_Hazel_Yan,妖孽之涅槃,0,0,2013-03-04 21:31:26,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
